,i,j,Lon,Lat,SL,UC,Code,Error
1439,3396,2906,113.183333333333,-6.85000000000001,118.540168298937,122.321690957158,13,212
1440,3316,2905,110.516666666667,-6.81666666666666,74.9825267478599,72.270184857491,13,212
1441,3317,2905,110.55,-6.81666666666666,71.3087172630296,68.5164986959097,13,212
1442,3318,2905,110.583333333333,-6.81666666666666,64.45905548448,61.5503159557867,13,212
1443,3319,2905,110.616666666667,-6.81666666666666,55.9792804367619,52.923459981222,13,212
1444,3320,2905,110.65,-6.81666666666666,48.7748456189612,45.572015777029,13,212
1445,3321,2905,110.683333333333,-6.81666666666666,45.2646786655478,41.9122386655478,13,212
1446,3322,2905,110.716666666667,-6.81666666666666,45.9374728044999,42.4318228044999,13,212
1447,3323,2905,110.75,-6.81666666666666,49.2635442000619,45.604434200061,13,212
1448,3324,2905,110.783333333333,-6.81666666666666,52.8718165900395,49.0595465900395,13,212
1449,3325,2905,110.816666666667,-6.81666666666666,56.5848497683038,52.6202097683025,13,212
1450,3326,2905,110.85,-6.81666666666666,63.6795149992617,59.5638349992617,13,212
1451,3327,2905,110.883333333333,-6.81666666666666,76.5402529145525,72.2753929145525,13,212
1452,3328,2905,110.916666666667,-6.81666666666666,91.9045709186912,87.4929009186703,13,212
1453,3329,2905,110.95,-6.81666666666666,103.609909993658,99.0542999936584,13,212
1454,3330,2905,110.983333333333,-6.81666666666666,107.002061951851,102.305881951851,13,212
1455,3331,2905,111.016666666667,-6.81666666666666,99.1856990970593,94.3527990970908,13,212
1456,3332,2905,111.05,-6.81666666666666,83.120186794957,78.154886794957,13,212
1457,3333,2905,111.083333333333,-6.81666666666666,68.3678879894545,63.2749779894545,13,212
1458,3334,2905,111.116666666667,-6.81666666666666,61.1119631116063,55.8966831116178,13,212
1459,3335,2905,111.15,-6.81666666666666,62.4722944022545,57.1402644022545,13,212
1460,3336,2905,111.183333333333,-6.81666666666666,70.9142599455045,65.4715399454899,13,212
1461,3337,2905,111.216666666667,-6.81666666666666,83.136759668886,77.5897696688668,13,212
1462,3338,2905,111.25,-6.81666666666666,96.3357602742331,90.6912702742331,13,212
1463,3339,2905,111.283333333333,-6.81666666666666,108.801697208878,103.066827208861,13,212
1464,3340,2905,111.316666666667,-6.81666666666666,118.80999026906,112.99216026905,13,212
1465,3341,2905,111.35,-6.81666666666666,124.220824175262,118.327734175262,13,212
1466,3342,2905,111.383333333333,-6.81666666666666,125.961585019694,120.001175019697,13,212
1467,3343,2905,111.416666666667,-6.81666666666666,126.711094896534,120.691544896534,13,212
1468,3344,2905,111.45,-6.81666666666666,127.301705212662,121.231385212662,13,212
1469,3345,2905,111.483333333333,-6.81666666666666,126.956159730334,120.843599730339,13,212
1470,3346,2905,111.516666666667,-6.81666666666666,124.755800213159,118.609660213159,13,212
1471,3347,2905,111.55,-6.81666666666666,120.565278013563,114.394338013563,13,212
1472,3348,2905,111.583333333333,-6.81666666666666,114.274788436452,108.087888436468,13,212
1473,3349,2905,111.616666666667,-6.81666666666666,104.709171126726,98.5151911267263,13,212
1474,3350,2905,111.65,-6.81666666666666,92.1499491919567,85.9577891919835,13,212
1475,3351,2905,111.683333333333,-6.81666666666666,81.4189630072746,75.237493007291,13,212
1476,3352,2905,111.716666666667,-6.81666666666666,75.8767738970986,69.713351331277,13,212
1477,3353,2905,111.75,-6.81666666666666,71.3559198356979,65.2188466463169,13,212
1478,3354,2905,111.783333333333,-6.81666666666666,67.139350980864,61.042514014443,13,212
1479,3355,2905,111.816666666667,-6.81666666666666,65.658665963436,59.608182213992,13,212
1480,3356,2905,111.85,-6.81666666666666,65.634138266897,59.62696482936,13,212
1481,3357,2905,111.883333333333,-6.81666666666666,65.739612681712,59.778937948488,13,212
1482,3358,2905,111.916666666667,-6.81666666666666,64.380266595446,58.478546581237,13,212
