,i,j,Lon,Lat,SL,UC,Code,Error
26582048,3249,2939,108.283333333333,-7.95,-72.8690233253169,-72.2632320939406,13,212
26582049,3250,2939,108.316666666667,-7.95,-63.689468680629,-63.1128617882845,13,212
26582050,3251,2939,108.35,-7.95,-50.1927879012344,-49.6641316270201,13,212
26582051,3252,2939,108.383333333333,-7.95,-40.1474108496162,-39.6867765757496,13,212
26582052,3253,2939,108.416666666667,-7.95,-34.1701281724758,-33.774526717431,13,212
26582053,3254,2939,108.45,-7.95,-26.9001824755273,-26.6796675524774,13,212
26582054,3255,2939,108.483333333333,-7.95,-12.2153217269133,-12.2924998148217,13,212
26582055,3256,2939,108.516666666667,-7.95,11.7484455423048,11.3363577600915,13,212
26582056,3257,2939,108.55,-7.95,39.6035895692888,38.8616540239906,13,212
26582057,3258,2939,108.583333333333,-7.95,65.1417056134907,64.1776306503583,13,212
26582058,3259,2939,108.616666666667,-7.95,86.626793068823,85.563354386739,13,212
26582059,3260,2939,108.65,-7.95,102.745542373498,101.596823228201,13,212
26582060,3261,2939,108.683333333333,-7.95,112.217152178514,110.933321678528,13,212
26582061,3262,2939,108.716666666667,-7.95,117.520677833797,116.086341084356,13,212
26582062,3263,2939,108.75,-7.95,121.293089393403,119.755007451673,13,212
26582063,3264,2939,108.783333333333,-7.95,124.156846394615,122.627151434257,13,212
26582064,3265,2939,108.816666666667,-7.95,120.874855586543,119.459608824414,13,212
26592708,3109,2938,103.616666666667,-7.91666666666667,26.513521515653,22.7527297515938,13,212
26592709,3110,2938,103.65,-7.91666666666667,26.318849175208,22.8549100506182,13,212
26592710,3111,2938,103.683333333333,-7.91666666666667,26.0349773876488,22.8535636436161,13,212
26592711,3112,2938,103.716666666667,-7.91666666666667,26.1066155737429,23.038124475011,13,212
26592712,3113,2938,103.75,-7.91666666666667,26.638827963323,23.573709846556,13,212
26592713,3114,2938,103.783333333333,-7.91666666666667,27.5445939958346,24.4724633797622,13,212
26592714,3115,2938,103.816666666667,-7.91666666666667,28.8907726721202,25.610498000651,13,212
26592715,3116,2938,103.85,-7.91666666666667,30.3976232255055,26.7763404084667,13,212
26592716,3117,2938,103.883333333333,-7.91666666666667,31.7846534846448,27.7824180411954,13,212
26592717,3118,2938,103.916666666667,-7.91666666666667,33.1045945211385,28.5700635980309,13,212
26592718,3119,2938,103.95,-7.91666666666667,34.3144459388928,29.0372718325797,13,212
26592719,3120,2938,103.983333333333,-7.91666666666667,34.9739938622022,28.9584866782563,13,212
26592720,3121,2938,104.016666666667,-7.91666666666667,34.406776429338,28.2067791637018,13,212
26592721,3122,2938,104.05,-7.91666666666667,32.4688258959911,26.9104586468705,13,212
26592722,3123,2938,104.083333333333,-7.91666666666667,30.0448989441535,25.4315859948914,13,212
26592723,3124,2938,104.116666666667,-7.91666666666667,27.9014884990502,24.0430801757972,13,212
26592724,3125,2938,104.15,-7.91666666666667,26.081373718937,22.7806867405981,13,212
26592725,3126,2938,104.183333333333,-7.91666666666667,24.5189563451246,21.6158819711055,13,212
26592726,3127,2938,104.216666666667,-7.91666666666667,23.2831991975441,20.5861769736858,13,212
26592727,3128,2938,104.25,-7.91666666666667,22.4375033776234,19.7214710139637,13,212
26592728,3129,2938,104.283333333333,-7.91666666666667,21.7522710005192,19.0197375293194,13,212
26592729,3130,2938,104.316666666667,-7.91666666666667,21.1591770852894,18.5187407114389,13,212
26592730,3131,2938,104.35,-7.91666666666667,20.8401166674696,18.2483486914758,13,212
26592731,3132,2938,104.383333333333,-7.91666666666667,20.806997047022,18.2141235006714,13,212
26592732,3133,2938,104.416666666667,-7.91666666666667,20.8019707439552,18.2232471791726,13,212
26592733,3134,2938,104.45,-7.91666666666667,20.365097815583,17.8244875965188,13,212
